"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"16769","Michael Jay ""Mike"" Burton","M","25.0","175.0","70.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"16825","Lesley Leigh Bush (-Hickcox, -Makepeace)","F","17.0","163.0","52.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Diving","Diving Women's Platform","Gold"
"16875","Crystl Irene Bustos","F","23.0","173.0","102.0","United States","USA","2000 Summer","2000","Summer","Sydney","Softball","Softball Women's Softball","Gold"
"16875","Crystl Irene Bustos","F","26.0","173.0","102.0","United States","USA","2004 Summer","2004","Summer","Athina","Softball","Softball Women's Softball","Gold"
"16923","Jimmy Butler III","M","26.0","201.0","99.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Men's Basketball","Gold"
"16928","Lloyd LeMarr Butler","M","23.0","","","United States","USA","1948 Summer","1948","Summer","London","Rowing","Rowing Men's Coxed Eights","Gold"
"16969","Richard Totten ""Dick"" Button","M","18.0","","","United States","USA","1948 Winter","1948","Winter","Sankt Moritz","Figure Skating","Figure Skating Men's Singles","Gold"
"16969","Richard Totten ""Dick"" Button","M","22.0","","","United States","USA","1952 Winter","1952","Winter","Oslo","Figure Skating","Figure Skating Men's Singles","Gold"
"17038","Karyn L. Bye (-Dietz)","F","26.0","173.0","75.0","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"17258","Erin Jane Cafaro (-McKenzie)","F","25.0","175.0","73.0","United States","USA","2008 Summer","2008","Summer","Beijing","Rowing","Rowing Women's Coxed Eights","Gold"
"17258","Erin Jane Cafaro (-McKenzie)","F","29.0","175.0","73.0","United States","USA","2012 Summer","2012","Summer","London","Rowing","Rowing Women's Coxed Eights","Gold"
"17312","Carl Cecil Cain","M","22.0","190.0","86.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Basketball","Basketball Men's Basketball","Gold"
"17416","Hubert Augustus Caldwell (-Aspinwall)","M","20.0","189.0","84.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Gold"
"17417","Joseph Louis ""Joe"" Caldwell","M","22.0","196.0","89.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Basketball","Basketball Men's Basketball","Gold"
"17437","Lee Quincy Calhoun","M","23.0","185.0","75.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"17437","Lee Quincy Calhoun","M","27.0","185.0","75.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"17453","Irving Romaro Calkins","M","32.0","","","United States","USA","1908 Summer","1908","Summer","London","Shooting","Shooting Men's Free Pistol, 50 yards, Team","Gold"
"17737","Milton Gray ""Milt"" Campbell","M","22.0","190.0","94.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's Decathlon","Gold"
"18080","Jennifer Marie Capriati","F","16.0","173.0","61.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Tennis","Tennis Women's Singles","Gold"
"18222","Mary Louise Carew (-Armstrong)","F","18.0","157.0","45.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"18228","Kenneth Anton Carey","M","39.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"18232","Richard John ""Rick"" Carey","M","21.0","183.0","82.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Men's 100 metres Backstroke","Gold"
"18232","Richard John ""Rick"" Carey","M","21.0","183.0","82.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Men's 200 metres Backstroke","Gold"
"18232","Richard John ""Rick"" Carey","M","21.0","183.0","82.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"18450","Gordon C. Carpenter","M","28.0","200.0","100.0","United States","USA","1948 Summer","1948","Summer","London","Basketball","Basketball Men's Basketball","Gold"
"18455","William Kenneth ""Ken"" Carpenter","M","23.0","190.0","102.0","United States","USA","1936 Summer","1936","Summer","Berlin","Athletics","Athletics Men's Discus Throw","Gold"
"18457","Leonard Griswold Carpenter","M","21.0","187.0","","United States","USA","1924 Summer","1924","Summer","Paris","Rowing","Rowing Men's Coxed Eights","Gold"
"18459","Helen Constance ""Connie"" Carpenter-Phinney","F","27.0","178.0","59.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Cycling","Cycling Women's Road Race, Individual","Gold"
"18471","William Arthur ""Bill"" Carr","M","22.0","172.0","66.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Men's 400 metres","Gold"
"18471","William Arthur ""Bill"" Carr","M","22.0","172.0","66.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"18472","William John ""Bill"" Carr","M","23.0","","","Vesper Boat Club","USA","1900 Summer","1900","Summer","Paris","Rowing","Rowing Men's Coxed Eights","Gold"
"18474","Catherine L. ""Cathy"" Carr (-West)","F","18.0","170.0","52.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Women's 100 metres Breaststroke","Gold"
"18474","Catherine L. ""Cathy"" Carr (-West)","F","18.0","170.0","52.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"18481","Henry William Carr","M","21.0","191.0","84.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Men's 200 metres","Gold"
"18481","Henry William Carr","M","21.0","191.0","84.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"18483","Kenneth Alan ""Kenny"" Carr","M","20.0","200.0","102.0","United States","USA","1976 Summer","1976","Summer","Montreal","Basketball","Basketball Men's Basketball","Gold"
"18485","Sabin William Carr","M","23.0","185.0","76.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Athletics","Athletics Men's Pole Vault","Gold"
"18577","Daniel Brendon ""Dan"" Carroll","M","33.0","","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Rugby","Rugby Men's Rugby","Gold"
"18653","Michelle Denee Carter","F","30.0","176.0","136.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Women's Shot Put","Gold"
"18662","Vincent Lamar ""Vince"" Carter","M","23.0","195.0","102.0","United States","USA","2000 Summer","2000","Summer","Sydney","Basketball","Basketball Men's Basketball","Gold"
"18665","Nathaniel John ""Nate"" Cartmell","M","25.0","182.0","71.0","United States","USA","1908 Summer","1908","Summer","London","Athletics","Athletics Men's 1,600 metres Medley Relay","Gold"
"18804","Kellogg Kennon Venable Casey","M","30.0","","","United States","USA","1908 Summer","1908","Summer","London","Shooting","Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team","Gold"
"18811","Swintayla Marie ""Swin"" Cash","F","24.0","185.0","74.0","United States","USA","2004 Summer","2004","Summer","Athina","Basketball","Basketball Women's Basketball","Gold"
"18811","Swintayla Marie ""Swin"" Cash","F","32.0","185.0","74.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Women's Basketball","Gold"
"18842","Ollan Conley Cassell","M","27.0","185.0","75.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"19044","Tamika Devonne Catchings","F","25.0","185.0","77.0","United States","USA","2004 Summer","2004","Summer","Athina","Basketball","Basketball Women's Basketball","Gold"
"19044","Tamika Devonne Catchings","F","29.0","185.0","77.0","United States","USA","2008 Summer","2008","Summer","Beijing","Basketball","Basketball Women's Basketball","Gold"
"19044","Tamika Devonne Catchings","F","33.0","185.0","77.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Women's Basketball","Gold"
"19044","Tamika Devonne Catchings","F","37.0","185.0","77.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Women's Basketball","Gold"
"19103","Tracy Ann Caulkins (-Stockwell)","F","21.0","175.0","60.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 200 metres Individual Medley","Gold"
"19103","Tracy Ann Caulkins (-Stockwell)","F","21.0","175.0","60.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 400 metres Individual Medley","Gold"
"19103","Tracy Ann Caulkins (-Stockwell)","F","21.0","175.0","60.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"19144","Christopher Carl ""Chris"" Cavanaugh","M","22.0","193.0","88.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"19169","Warren Jay ""Rex"" Cawley","M","24.0","183.0","75.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"19285","Henry Carlos Cejudo","M","21.0","165.0","55.0","United States","USA","2008 Summer","2008","Summer","Beijing","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
"19335","Matthew Gerald ""Matt"" Centrowitz, Jr.","M","26.0","176.0","65.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Men's 1,500 metres","Gold"
"19476","Matthew J. ""Matt"" Cetlinski","M","23.0","183.0","73.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"19611","Lori Christine Chalupny","F","24.0","163.0","61.0","United States","USA","2008 Summer","2008","Summer","Beijing","Football","Football Women's Football","Gold"
"19626","Harry Dwight Chamberlin","M","45.0","","","United States","USA","1932 Summer","1932","Summer","Los Angeles","Equestrianism","Equestrianism Men's Three-Day Event, Team","Gold"
"19713","Britton Chance, Sr.","M","38.0","","","Complex II","USA","1952 Summer","1952","Summer","Helsinki","Sailing","Sailing Mixed 5.5 metres","Gold"
"19729","Charles Chandler","M","21.0","190.0","83.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Rowing","Rowing Men's Coxed Eights","Gold"
"19733","Jennifer Kay Bellamy Chandler","F","17.0","168.0","52.0","United States","USA","1976 Summer","1976","Summer","Montreal","Diving","Diving Women's Springboard","Gold"
"19736","Tyson Cleotis Chandler","M","29.0","216.0","107.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Men's Basketball","Gold"
"19901","Tina Alexandria Charles","F","23.0","193.0","88.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Women's Basketball","Gold"
"19901","Tina Alexandria Charles","F","27.0","193.0","88.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Women's Basketball","Gold"
"19923","Thomas Jackson ""Tom"" Charlton, Jr.","M","22.0","183.0","81.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Rowing","Rowing Men's Coxed Eights","Gold"
"19972","Brandi Denise Chastain","F","27.0","171.0","58.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Football","Football Women's Football","Gold"
"19972","Brandi Denise Chastain","F","36.0","171.0","58.0","United States","USA","2004 Summer","2004","Summer","Athina","Football","Football Women's Football","Gold"
"20106","William Joseph N. ""Joey"" Cheek","M","26.0","185.0","79.0","United States","USA","2006 Winter","2006","Winter","Torino","Speed Skating","Speed Skating Men's 500 metres","Gold"
"20108","Chandra Danette Cheeseborough (-Shellman, -Guice)","F","25.0","165.0","58.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"20108","Chandra Danette Cheeseborough (-Shellman, -Guice)","F","25.0","165.0","58.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"20351","Lauren Nicole Cheney (-Holiday)","F","20.0","173.0","70.0","United States","USA","2008 Summer","2008","Summer","Beijing","Football","Football Women's Football","Gold"
"20351","Lauren Nicole Cheney (-Holiday)","F","24.0","173.0","70.0","United States","USA","2012 Summer","2012","Summer","London","Football","Football Women's Football","Gold"
"21181","Amy Yuen-Yee Chow (-Ho)","F","18.0","155.0","44.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Gymnastics","Gymnastics Women's Team All-Around","Gold"
"21248","Joss Christensen","M","22.0","185.0","79.0","United States","USA","2014 Winter","2014","Winter","Sochi","Freestyle Skiing","Freestyle Skiing Men's Slopestyle","Gold"
"21273","William David ""Billy"" Christian","M","22.0","176.0","80.0","United States","USA","1960 Winter","1960","Winter","Squaw Valley","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"21275","David William ""Dave"" Christian","M","20.0","180.0","77.0","United States","USA","1980 Winter","1980","Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"21279","Roger Allen ""Rog"" Christian","M","24.0","175.0","68.0","United States","USA","1960 Winter","1960","Winter","Squaw Valley","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"21321","Steven Mark ""Steve"" Christoff","M","22.0","180.0","82.0","United States","USA","1980 Winter","1980","Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"21457","Owen Porter Churchill","M","36.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"21648","Peter M. ""Pete"" Cipollone","M","33.0","154.0","55.0","United States","USA","2004 Summer","2004","Summer","Athina","Rowing","Rowing Men's Coxed Eights","Gold"
"21754","Austin Rhone Clapp","M","17.0","","","United States","USA","1928 Summer","1928","Summer","Amsterdam","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"21795","Ellery Harding Clark","M","22.0","180.0","","United States","USA","1896 Summer","1896","Summer","Athina","Athletics","Athletics Men's High Jump","Gold"
"21795","Ellery Harding Clark","M","22.0","180.0","","United States","USA","1896 Summer","1896","Summer","Athina","Athletics","Athletics Men's Long Jump","Gold"
"21796","Emory Wendell Clark, II","M","26.0","193.0","91.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Rowing","Rowing Men's Coxed Eights","Gold"
"21806","Jay Clark, Jr.","M","40.0","180.0","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Shooting","Shooting Men's Trap, Team","Gold"
"21814","Kelly Clark","F","18.0","163.0","61.0","United States","USA","2002 Winter","2002","Winter","Salt Lake City","Snowboarding","Snowboarding Women's Halfpipe","Gold"
"21817","Caroline Archer ""KK"" Clark","F","26.0","188.0","72.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Water Polo","Water Polo Women's Water Polo","Gold"
"21825","Philip Corriston ""Phil"" Clark","M","25.0","","","United States","USA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Gold"
"21836","Sherman Rockwell ""Sherm"" Clark","M","20.0","170.0","52.0","United States","USA","1920 Summer","1920","Summer","Antwerpen","Rowing","Rowing Men's Coxed Eights","Gold"
"21837","Stephen Edward ""Steve"" Clark","M","17.0","180.0","67.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"21837","Stephen Edward ""Steve"" Clark","M","17.0","180.0","67.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"21837","Stephen Edward ""Steve"" Clark","M","21.0","180.0","67.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"21837","Stephen Edward ""Steve"" Clark","M","21.0","180.0","67.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"21837","Stephen Edward ""Steve"" Clark","M","21.0","180.0","67.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"21876","Louis Alfred ""Pinky"" Clarke","M","22.0","178.0","70.0","United States","USA","1924 Summer","1924","Summer","Paris","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"21900","Scott Tyler Clary","M","23.0","185.0","84.0","United States","USA","2012 Summer","2012","Summer","London","Swimming","Swimming Men's 200 metres Backstroke","Gold"
"21943","John Richard Clawson","M","24.0","193.0","91.0","United States","USA","1968 Summer","1968","Summer","Mexico City","Basketball","Basketball Men's Basketball","Gold"
"21947","Bryan Ezra Tsumoru Clay","M","28.0","180.0","83.0","United States","USA","2008 Summer","2008","Summer","Beijing","Athletics","Athletics Men's Decathlon","Gold"
"21948","Cassius Marcellus Clay, Jr.","M","18.0","187.0","80.0","United States","USA","1960 Summer","1960","Summer","Roma","Boxing","Boxing Men's Light-Heavyweight","Gold"
"21968","Robert Barry ""Bobby"" Cleary, Sr.","M","23.0","178.0","76.0","United States","USA","1960 Winter","1960","Winter","Squaw Valley","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"21972","William John ""Bill"" Cleary, Jr.","M","25.0","178.0","79.0","United States","USA","1960 Winter","1960","Winter","Squaw Valley","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"21973","Norman Cleaveland","M","23.0","","","United States","USA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Gold"
"21980","Tammy P. Cleland-McGregor","F","20.0","172.0","59.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Synchronized Swimming","Synchronized Swimming Women's Team","Gold"
"21990","Kerron Stephon Clement","M","22.0","188.0","86.0","United States","USA","2008 Summer","2008","Summer","Beijing","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"21990","Kerron Stephon Clement","M","30.0","188.0","86.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"22002","Kyle Clemons","M","25.0","180.0","74.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"22080","Robert Lynn ""Bob"" Clotworthy","M","25.0","160.0","60.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Diving","Diving Men's Springboard","Gold"
"22105","Alice Marie Coachman (-Davis)","F","24.0","170.0","58.0","United States","USA","1948 Summer","1948","Summer","London","Athletics","Athletics Women's High Jump","Gold"
"22154","Barbara Ann Cochran (-Williams)","F","21.0","154.0","50.0","United States","USA","1972 Winter","1972","Winter","Sapporo","Alpine Skiing","Alpine Skiing Women's Slalom","Gold"
"22156","Commodore Shelton ""Com"" Cochran","M","22.0","185.0","75.0","United States","USA","1924 Summer","1924","Summer","Paris","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"22162","Leroy Braxton ""Roy"" Cochran","M","29.0","178.0","70.0","United States","USA","1948 Summer","1948","Summer","London","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"22162","Leroy Braxton ""Roy"" Cochran","M","29.0","178.0","70.0","United States","USA","1948 Summer","1948","Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"22238","Edmund Sloane ""Tad"" Coffin","M","21.0","180.0","66.0","United States","USA","1976 Summer","1976","Summer","Montreal","Equestrianism","Equestrianism Mixed Three-Day Event, Individual","Gold"
"22238","Edmund Sloane ""Tad"" Coffin","M","21.0","180.0","66.0","United States","USA","1976 Summer","1976","Summer","Montreal","Equestrianism","Equestrianism Mixed Three-Day Event, Team","Gold"
"22274","Tiffany Lisa Cohen (-Adams, -Lalonde)","F","18.0","175.0","63.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 400 metres Freestyle","Gold"
"22274","Tiffany Lisa Cohen (-Adams, -Lalonde)","F","18.0","175.0","63.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 800 metres Freestyle","Gold"
"22303","LaTasha Lavon Colander-Richardson (-Clark)","F","24.0","168.0","52.0","United States","USA","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"22347","Georgia V. Coleman (-Gilson)","F","20.0","","","United States","USA","1932 Summer","1932","Summer","Los Angeles","Diving","Diving Women's Springboard","Gold"
"22648","Gary Robert Conelly","M","19.0","189.0","79.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"22648","Gary Robert Conelly","M","19.0","189.0","79.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"22662","John ""Jack"" Conger","M","21.0","193.0","80.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"22676","Michael Alexander ""Mike"" Conley","M","29.0","185.0","78.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Athletics","Athletics Men's Triple Jump","Gold"
"22692","Barthold Wayne ""Bart"" Conner","M","26.0","165.0","58.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Gymnastics","Gymnastics Men's Team All-Around","Gold"
"22692","Barthold Wayne ""Bart"" Conner","M","26.0","165.0","58.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Gymnastics","Gymnastics Men's Parallel Bars","Gold"
"22698","Harold Vincent ""Hal"" Connolly","M","25.0","183.0","106.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's Hammer Throw","Gold"
"22700","James Brendan Bennet Connolly","M","27.0","175.0","72.0","United States","USA","1896 Summer","1896","Summer","Athina","Athletics","Athletics Men's Triple Jump","Gold"
"22838","Arthur Edwin ""Art"" Cook","M","20.0","","","United States","USA","1948 Summer","1948","Summer","London","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres","Gold"
"22847","Edward Tiffin ""Ed"" Cook, Jr.","M","19.0","178.0","66.0","United States","USA","1908 Summer","1908","Summer","London","Athletics","Athletics Men's Pole Vault","Gold"
"22887","John Patrick Cooke","M","19.0","183.0","84.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Rowing","Rowing Men's Coxed Eights","Gold"
"22921","William Hunting ""Bill"" Cooper","M","21.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"22928","Cynthia Lynne Cooper (-Dyke)","F","25.0","178.0","68.0","United States","USA","1988 Summer","1988","Summer","Seoul","Basketball","Basketball Women's Basketball","Gold"
"22975","Lillian Copeland (Drossin-)","F","27.0","165.0","59.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Women's Discus Throw","Gold"
"23040","Kevin Cordes","M","22.0","196.0","88.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"23103","Sheila Marie Cornell-Douty","F","34.0","175.0","81.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Softball","Softball Women's Softball","Gold"
"23103","Sheila Marie Cornell-Douty","F","38.0","175.0","81.0","United States","USA","2000 Summer","2000","Summer","Sydney","Softball","Softball Women's Softball","Gold"
"23179","Marie Louise Corridon (-Mortell)","F","18.0","","","United States","USA","1948 Summer","1948","Summer","London","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"23339","Paul Vincent Costello","M","25.0","178.0","73.0","United States","USA","1920 Summer","1920","Summer","Antwerpen","Rowing","Rowing Men's Double Sculls","Gold"
"23339","Paul Vincent Costello","M","29.0","178.0","73.0","United States","USA","1924 Summer","1924","Summer","Paris","Rowing","Rowing Men's Double Sculls","Gold"
"23339","Paul Vincent Costello","M","33.0","178.0","73.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Rowing","Rowing Men's Double Sculls","Gold"
"23352","Candace ""Candy"" Costie (-Burke, -Merrill)","F","21.0","162.0","50.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Synchronized Swimming","Synchronized Swimming Women's Duet","Gold"
"23399","John Farrow Cotton","M","29.0","183.0","86.0","United States","USA","2000 Summer","2000","Summer","Sydney","Baseball","Baseball Men's Baseball","Gold"
"23426","Natalie Anne Coughlin (-Hall)","F","21.0","173.0","63.0","United States","USA","2004 Summer","2004","Summer","Athina","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","Gold"
"23426","Natalie Anne Coughlin (-Hall)","F","21.0","173.0","63.0","United States","USA","2004 Summer","2004","Summer","Athina","Swimming","Swimming Women's 100 metres Backstroke","Gold"
"23426","Natalie Anne Coughlin (-Hall)","F","25.0","173.0","63.0","United States","USA","2008 Summer","2008","Summer","Beijing","Swimming","Swimming Women's 100 metres Backstroke","Gold"
"23447","Raymond Orville ""Ray"" Coulter","M","27.0","","","United States","USA","1924 Summer","1924","Summer","Paris","Shooting","Shooting Men's Free Rifle, 400, 600 and 800 metres, Team","Gold"
"23453","Melvin Grant ""Mel"" Counts","M","22.0","213.0","102.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Basketball","Basketball Men's Basketball","Gold"
"23482","Thomas William ""Tom"" Courtney","M","23.0","188.0","81.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's 800 metres","Gold"
"23482","Thomas William ""Tom"" Courtney","M","23.0","188.0","81.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"23497","DeMarcus Amir Cousins","M","25.0","210.0","122.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Men's Basketball","Gold"
"23599","Stephanie Renee Cox (Lopez-)","F","22.0","168.0","61.0","United States","USA","2008 Summer","2008","Summer","Beijing","Football","Football Women's Football","Gold"
"23614","Colleen Coyne","F","26.0","160.0","59.0","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"23625","Clarence Linden ""Buster"" Crabbe, Jr.","M","24.0","","","United States","USA","1932 Summer","1932","Summer","Los Angeles","Swimming","Swimming Men's 400 metres Freestyle","Gold"
"23650","William Norval ""Bill"" Craig","M","19.0","180.0","77.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"23656","James Downey ""Jim"" Craig","M","22.0","185.0","86.0","United States","USA","1980 Winter","1980","Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"23657","Kameryn Louise ""Kami"" Craig","F","25.0","181.0","88.0","United States","USA","2012 Summer","2012","Summer","London","Water Polo","Water Polo Women's Water Polo","Gold"
"23657","Kameryn Louise ""Kami"" Craig","F","29.0","181.0","88.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Water Polo","Water Polo Women's Water Polo","Gold"
"23661","Ralph Cook Craig","M","22.0","182.0","73.0","United States","USA","1912 Summer","1912","Summer","Stockholm","Athletics","Athletics Men's 100 metres","Gold"
"23661","Ralph Cook Craig","M","22.0","182.0","73.0","United States","USA","1912 Summer","1912","Summer","Stockholm","Athletics","Athletics Men's 200 metres","Gold"
"23723","Shawn Crawford","M","26.0","181.0","86.0","United States","USA","2004 Summer","2004","Summer","Athina","Athletics","Athletics Men's 200 metres","Gold"
"23774","Frederick ""Fred"" Cresser","M","","","","Vesper Boat Club","USA","1904 Summer","1904","Summer","St. Louis","Rowing","Rowing Men's Coxed Eights","Gold"
"23868","Ian Lowell Crocker","M","18.0","193.0","86.0","United States","USA","2000 Summer","2000","Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
